user_id,app_name,age,gender,country,urban_rural,income_level,employment_status,relationship_status,has_children,exercise_hours_per_week,sleep_hours_per_night,diet_quality,smoking,perceived_stress_score,daily_steps_count,likes_given_per_day,comments_written_per_day,dms_sent_per_week,followers_count,following_count,uses_premium_features,account_creation_year,privacy_setting_level
362,Instagram,57,Female,United States,Suburban,Lower-middle,Student,Single,No,13.5,8.3,Very poor,No,4,8047,55,12,16,5710,10000,No,2017,Private
363,Instagram,63,Male,South Korea,Rural,Lower-middle,Full-time employed,Single,No,3.3,7.3,Excellent,No,6,7956,54,13,7,314,253,No,2019,Private
364,Instagram,20,Female,South Korea,Urban,Middle,Unemployed,Single,Yes,3.1,6.7,Poor,Yes,13,8011,153,42,43,2267,2296,No,2015,Public
365,Instagram,39,Male,Brazil,Urban,Middle,Student,Single,No,3.4,7.3,Poor,No,6,7969,32,12,8,717,700,No,2019,Private
366,Instagram,39,Female,India,Suburban,Lower-middle,Full-time employed,Single,No,13.5,7,Very poor,No,31,7996,119,18,24,157,334,No,2012,Friends only
367,Instagram,46,Male,United Kingdom,Urban,Upper-middle,Full-time employed,Single,No,10.3,7,Good,No,23,8007,144,38,45,1009,1858,Yes,2023,Friends only
368,Instagram,33,Male,United Kingdom,Urban,Low,Student,Married,No,11.2,8.2,Average,Yes,35,7957,150,53,38,2196,2294,No,2010,Friends only
369,Instagram,42,Female,United States,Urban,Upper-middle,Unemployed,Married,No,9.1,6.7,Poor,No,33,8019,142,39,55,289,322,No,2011,Private
370,Instagram,45,Male,United Kingdom,Rural,Low,Freelancer,Single,No,7.9,6.8,Average,Former,7,7905,41,14,15,493,394,No,2014,Private
371,Instagram,40,Female,India,Urban,Upper-middle,Full-time employed,Married,No,7.3,7.8,Poor,No,30,7911,158,32,39,715,1581,No,2011,Friends only
372,Instagram,59,Male,United States,Urban,Middle,Freelancer,Married,No,6.4,9.8,Poor,Yes,11,7969,148,37,22,785,851,Yes,2019,Public
373,Instagram,45,Male,Germany,Urban,Upper-middle,Full-time employed,Widowed,No,4,7.6,Average,No,2,8002,103,20,21,6514,10000,No,2015,Private
374,Instagram,17,Female,South Korea,Urban,Low,Student,Single,Yes,9.8,8,Good,No,38,7937,180,58,48,6403,5441,No,2014,Private
375,Instagram,60,Male,India,Urban,Middle,Full-time employed,In a relationship,No,2.1,6.7,Good,Yes,40,7885,199,56,43,207,175,Yes,2011,Public
376,Instagram,31,Female,India,Rural,Low,Full-time employed,Single,No,8.6,8.7,Very poor,Yes,13,7887,62,12,17,1075,1861,No,2014,Private
377,Instagram,16,Male,United Kingdom,Urban,Middle,Freelancer,Married,No,7.8,6.8,Excellent,No,17,7912,136,38,21,849,1221,Yes,2015,Private
378,Instagram,47,Female,South Korea,Suburban,Middle,Student,Single,No,11.1,5.8,Average,No,19,7839,124,29,24,804,1551,No,2013,Private
379,Instagram,61,Male,Brazil,Urban,Middle,Student,In a relationship,Yes,2.6,6.9,Good,Yes,26,7811,167,60,35,6241,7087,No,2017,Private
380,Instagram,29,Male,India,Urban,Lower-middle,Full-time employed,Single,No,7,9.5,Excellent,Yes,0,8048,37,14,6,387,526,No,2023,Public
381,Instagram,56,Male,Brazil,Urban,Upper-middle,Unemployed,In a relationship,Yes,9.1,5.9,Good,No,4,7967,75,18,13,155,322,No,2022,Public
382,Instagram,40,Male,United States,Suburban,Middle,Full-time employed,Single,Yes,7,8,Very poor,No,20,7924,118,39,25,492,593,Yes,2011,Public
383,Instagram,42,Male,Brazil,Urban,Lower-middle,Student,Married,No,4.6,8.1,Good,No,1,8020,65,19,11,606,470,No,2022,Friends only
384,Instagram,41,Female,India,Urban,Low,Student,Divorced,Yes,10.5,8,Poor,No,36,7992,215,53,47,748,1787,No,2017,Public
385,Instagram,58,Male,Canada,Urban,Low,Student,Divorced,Yes,5.5,9.1,Good,No,16,8024,40,9,17,533,934,No,2013,Private
386,Instagram,65,Female,United States,Urban,Upper-middle,Full-time employed,Single,No,5.4,8.1,Average,No,18,8009,86,21,16,1281,2444,No,2013,Private
387,Instagram,18,Male,United States,Suburban,Low,Full-time employed,Single,No,6.3,5.3,Very poor,No,39,8093,226,80,56,2700,4107,No,2025,Public
388,Instagram,47,Male,India,Suburban,Lower-middle,Student,Single,Yes,10.2,6.4,Average,No,1,8143,30,5,7,1362,2335,No,2022,Private
389,Instagram,53,Female,United Kingdom,Suburban,Low,Full-time employed,Married,Yes,10.1,7,Average,Yes,35,8033,152,44,31,805,1754,No,2016,Private
390,Instagram,49,Male,United Kingdom,Suburban,Middle,Full-time employed,Single,No,8.9,6.2,Average,No,33,7983,178,55,39,610,855,No,2021,Friends only
391,Instagram,36,Female,United States,Urban,High,Full-time employed,Married,Yes,5.4,7.1,Average,Yes,37,7855,170,45,48,694,1687,No,2021,Public
392,Instagram,41,Male,Canada,Suburban,Middle,Full-time employed,In a relationship,Yes,15.4,7.6,Poor,No,12,8042,100,32,28,914,708,No,2022,Private
393,Instagram,61,Male,Canada,Rural,Low,Student,In a relationship,No,15.2,7.1,Average,No,38,7995,201,60,41,978,1261,No,2015,Public
394,Instagram,58,Male,Other,Suburban,Upper-middle,Freelancer,Single,No,10.1,6.8,Good,Yes,40,7995,203,51,47,7807,4846,No,2020,Public
395,Instagram,65,Male,India,Urban,Lower-middle,Student,Married,No,13.4,7.9,Very poor,No,36,8128,171,55,44,803,1683,No,2011,Private
396,Instagram,43,Female,Brazil,Urban,High,Full-time employed,Single,No,4.8,6.6,Poor,No,8,7894,111,25,29,4681,5389,Yes,2016,Private
397,Instagram,47,Female,India,Urban,Middle,Student,In a relationship,No,9.3,6.6,Poor,No,5,7898,54,23,14,917,1127,No,2015,Friends only
398,Instagram,45,Male,Australia,Urban,Low,Full-time employed,Single,No,9.9,7.8,Average,Yes,36,7988,205,48,47,1122,2384,No,2016,Friends only
399,Instagram,64,Male,Canada,Urban,Middle,Full-time employed,In a relationship,No,11.5,6.5,Excellent,No,36,8014,137,42,20,815,443,No,2011,Private
400,Instagram,33,Female,United States,Urban,Upper-middle,Part-time,In a relationship,Yes,4.8,6.6,Good,No,28,8094,122,35,24,458,721,No,2019,Private
401,Instagram,44,Female,India,Urban,High,Full-time employed,Married,No,4,3.1,Good,Former,35,7963,204,43,56,1830,3049,No,2023,Private
402,Instagram,35,Female,United Kingdom,Urban,Middle,Full-time employed,Divorced,No,8.4,6.3,Poor,No,2,7938,29,14,9,828,743,Yes,2017,Private
403,Instagram,45,Female,India,Suburban,Upper-middle,Student,Single,No,14,7.7,Excellent,Former,26,8024,140,31,20,1707,3089,No,2013,Private
404,Instagram,15,Male,United States,Urban,Middle,Student,In a relationship,No,1.2,7.3,Excellent,No,31,7963,199,67,48,10235,4628,Yes,2024,Public
405,Instagram,30,Male,Brazil,Urban,Middle,Student,In a relationship,No,14.8,8.2,Good,No,28,7946,197,49,51,2870,4861,No,2012,Private
406,Instagram,37,Female,Australia,Urban,Low,Full-time employed,Married,Yes,6.8,7.1,Good,Yes,4,7847,35,8,10,4018,3287,No,2025,Friends only
407,Instagram,54,Male,Germany,Rural,Lower-middle,Full-time employed,Single,No,11.1,6.7,Very poor,Former,36,8060,101,29,26,280,522,No,2014,Private
408,Instagram,43,Male,United States,Urban,Low,Student,In a relationship,Yes,5.4,8.4,Poor,No,16,8039,30,8,8,804,1038,No,2010,Friends only
409,Instagram,15,Male,India,Urban,Low,Full-time employed,Married,No,12.1,6.2,Poor,No,25,8127,151,51,32,547,694,No,2025,Public
410,Instagram,52,Female,Other,Suburban,Upper-middle,Student,Single,No,5.9,6.1,Average,Former,13,7959,131,33,31,1541,2037,No,2012,Public
411,Instagram,58,Male,India,Urban,Upper-middle,Freelancer,Single,Yes,6,7.6,Average,Former,12,8080,52,11,15,1107,1898,No,2018,Friends only
412,Instagram,36,Non-binary,United States,Urban,Middle,Full-time employed,Married,No,3.4,7.6,Very poor,No,12,7969,70,17,16,1311,1707,No,2015,Friends only
413,Instagram,62,Female,United Kingdom,Urban,Lower-middle,Freelancer,In a relationship,No,16.3,7.2,Very poor,Yes,32,7842,114,36,31,2852,3829,Yes,2018,Friends only
414,Instagram,44,Female,Canada,Urban,Middle,Full-time employed,Widowed,Yes,5.5,7.4,Very poor,No,9,8141,64,16,15,4792,10000,No,2012,Friends only
415,Instagram,59,Male,United States,Suburban,Upper-middle,Full-time employed,Married,No,12.7,7.5,Average,No,40,8021,173,46,38,2733,1759,No,2016,Public
416,Instagram,34,Male,Brazil,Urban,Lower-middle,Retired,Single,No,13.2,6.5,Average,No,19,8064,101,27,30,2667,5712,No,2016,Public
417,Instagram,35,Male,Australia,Urban,Middle,Part-time,Married,Yes,4,6.7,Average,No,34,7910,183,49,51,3538,1436,No,2014,Friends only
418,Instagram,14,Male,United States,Urban,Low,Freelancer,In a relationship,No,6.5,7.7,Average,No,19,7926,120,31,26,1520,1249,No,2020,Public
419,Instagram,39,Male,United Kingdom,Urban,Low,Full-time employed,In a relationship,Yes,6.5,9.1,Excellent,Former,31,7991,171,46,49,1309,1686,No,2020,Private
420,Instagram,54,Male,Brazil,Rural,Middle,Freelancer,Single,Yes,3.4,8.7,Poor,No,8,7996,24,8,11,1445,1823,No,2023,Friends only
421,Instagram,14,Male,India,Suburban,Lower-middle,Part-time,Divorced,No,2.4,7.4,Excellent,Yes,25,7939,156,49,43,933,1614,No,2019,Friends only
422,Instagram,38,Female,United States,Rural,Upper-middle,Student,Married,Yes,6.1,7.6,Poor,No,34,8120,159,40,32,1652,1978,Yes,2012,Public
423,Instagram,29,Male,United States,Suburban,Lower-middle,Full-time employed,Married,No,5.5,5.2,Poor,No,4,7958,134,44,30,2060,4032,No,2022,Public
424,Instagram,52,Male,United States,Urban,Upper-middle,Full-time employed,Married,Yes,7.3,8.1,Average,No,35,8086,169,45,34,1024,1853,Yes,2021,Public
425,Instagram,45,Male,Other,Urban,Lower-middle,Freelancer,Married,Yes,7.5,7.1,Average,Former,24,7876,103,21,24,2119,1538,No,2014,Friends only
426,Instagram,21,Male,India,Urban,Upper-middle,Full-time employed,Single,Yes,1.1,5.4,Average,No,1,7930,53,18,22,744,1547,No,2024,Friends only
427,Instagram,55,Female,United States,Rural,Upper-middle,Retired,Single,No,14.7,7.4,Good,No,8,8097,91,30,29,834,1826,No,2014,Private
428,Instagram,60,Male,United States,Urban,Lower-middle,Full-time employed,In a relationship,Yes,4.5,6.8,Poor,No,14,8261,104,28,22,1649,1915,No,2021,Private
429,Instagram,51,Male,India,Urban,Middle,Student,In a relationship,No,4.7,6.3,Average,No,36,8199,158,53,43,1210,2018,No,2016,Friends only
430,Instagram,41,Male,India,Suburban,Middle,Full-time employed,Single,No,10.9,6.4,Average,Former,34,7999,174,40,44,1755,3634,Yes,2011,Public
431,Instagram,54,Male,United States,Suburban,Middle,Student,Single,No,1.8,6.7,Poor,No,8,8036,90,24,19,3399,8014,Yes,2012,Public
432,Instagram,38,Female,Brazil,Suburban,Middle,Freelancer,Married,No,3.7,5.6,Poor,No,0,8104,40,9,12,2656,3079,No,2011,Private
433,Instagram,47,Female,Australia,Urban,Middle,Student,Single,Yes,1.4,7.6,Very poor,No,38,7961,179,61,37,1737,1961,Yes,2013,Private
434,Instagram,62,Male,South Korea,Suburban,Middle,Full-time employed,Married,Yes,11.9,6.9,Poor,No,10,7984,48,13,11,983,1276,No,2013,Friends only
435,Instagram,37,Male,United States,Rural,Low,Student,Married,No,4,6.2,Average,No,33,8060,138,39,32,2021,1972,Yes,2012,Private
436,Instagram,36,Male,Germany,Urban,Middle,Freelancer,In a relationship,Yes,4.8,8.2,Good,Former,28,8100,170,58,51,195,265,No,2017,Friends only
437,Instagram,25,Male,United Kingdom,Suburban,Low,Full-time employed,In a relationship,No,9,6.6,Good,No,21,8008,155,55,30,1095,2298,Yes,2021,Friends only
438,Instagram,19,Female,South Korea,Suburban,Upper-middle,Student,Married,No,10.5,9,Average,No,8,8058,31,3,10,3749,4187,No,2021,Private
439,Instagram,48,Female,United States,Suburban,Lower-middle,Freelancer,Single,No,9.1,7.6,Average,No,31,8067,85,18,28,5070,7336,No,2021,Private
440,Instagram,57,Male,India,Urban,Low,Full-time employed,Married,No,1.5,6.3,Good,Yes,18,8032,76,19,16,744,1170,Yes,2016,Private
441,Instagram,32,Female,Other,Suburban,Lower-middle,Student,Married,Yes,0.6,7.7,Average,No,38,8111,216,65,43,648,893,No,2024,Private
442,Instagram,13,Female,South Korea,Urban,Lower-middle,Full-time employed,Divorced,Yes,4.6,6.3,Average,Yes,27,8095,183,49,23,3705,6860,No,2021,Public
443,Instagram,20,Male,Japan,Urban,Low,Student,Married,No,10.9,7.5,Excellent,Former,18,8138,125,29,23,556,632,No,2014,Private
444,Instagram,58,Female,India,Urban,Low,Full-time employed,Single,Yes,8.3,7.4,Good,No,31,8002,182,44,41,180,250,Yes,2015,Public
445,Instagram,28,Male,United States,Suburban,Low,Part-time,Single,No,12.6,6.8,Good,No,15,8247,109,30,31,317,639,No,2023,Public
446,Instagram,26,Male,United States,Suburban,Low,Full-time employed,Single,No,6.9,6.8,Excellent,No,11,7985,133,32,37,1400,1619,No,2011,Public
447,Instagram,24,Female,Brazil,Suburban,Upper-middle,Full-time employed,Married,Yes,10.2,8.2,Excellent,Former,6,7994,54,23,15,5037,4695,No,2010,Public
448,Instagram,63,Male,Australia,Rural,Low,Part-time,In a relationship,No,6.4,6.5,Average,No,7,7984,26,8,11,151,362,No,2018,Private
449,Instagram,35,Female,South Korea,Urban,Lower-middle,Full-time employed,Single,No,5.3,6.5,Poor,No,25,7876,119,37,23,204,392,Yes,2025,Public
450,Instagram,27,Female,United States,Suburban,Upper-middle,Full-time employed,In a relationship,No,1.9,6.2,Average,No,16,8045,107,37,21,292,531,No,2011,Public
451,Instagram,40,Female,Canada,Urban,Low,Unemployed,In a relationship,No,5.9,4.9,Very poor,No,8,8009,66,19,22,2040,4356,No,2020,Public
452,Instagram,46,Male,United Kingdom,Suburban,Upper-middle,Full-time employed,Single,No,15.2,5.4,Good,No,17,7971,81,20,19,155,364,No,2010,Private
453,Instagram,14,Female,Brazil,Urban,High,Unemployed,Single,No,3.7,7.1,Poor,No,35,7875,242,72,57,1040,2126,No,2017,Friends only
454,Instagram,44,Female,India,Rural,Lower-middle,Student,Single,No,10.6,6.8,Very poor,No,26,7889,156,32,26,458,801,No,2019,Private
455,Instagram,35,Female,United Kingdom,Urban,Lower-middle,Full-time employed,Married,No,12.9,8.1,Average,No,16,7955,87,19,22,415,485,Yes,2016,Private
456,Instagram,34,Female,Other,Urban,Lower-middle,Full-time employed,Married,Yes,4.3,7,Poor,No,7,7952,71,23,18,666,1586,Yes,2012,Private
457,Instagram,63,Female,India,Urban,Upper-middle,Student,Married,No,5.9,7.9,Poor,No,11,7940,48,11,12,2854,2759,No,2017,Public
458,Instagram,37,Female,Other,Suburban,Low,Full-time employed,Married,No,10.4,8.1,Average,No,19,7940,87,30,34,532,974,No,2018,Friends only
459,Instagram,34,Male,United States,Urban,Middle,Part-time,Single,No,8.5,5.9,Very poor,Former,29,7882,167,58,43,1471,971,No,2015,Private
460,Instagram,34,Female,Other,Rural,Middle,Full-time employed,Single,No,5.4,6.5,Average,No,13,7954,75,23,18,11353,9757,No,2021,Public
461,Instagram,61,Female,United Kingdom,Urban,High,Full-time employed,Divorced,Yes,2,6.1,Poor,No,18,7898,93,32,24,207,432,No,2010,Public
462,Instagram,64,Male,Canada,Rural,Upper-middle,Part-time,In a relationship,No,10.3,8.5,Excellent,No,27,8025,161,44,32,1833,1792,No,2013,Private
463,Instagram,54,Male,Other,Suburban,Middle,Full-time employed,Married,Yes,8.8,7.3,Average,Yes,36,8052,169,44,48,154,200,No,2024,Public
464,Instagram,18,Female,Other,Rural,Upper-middle,Full-time employed,Single,Yes,5.8,6.7,Very poor,No,6,7984,38,16,11,476,226,No,2012,Private
465,Instagram,27,Male,Brazil,Urban,Middle,Freelancer,Single,No,2.3,6.3,Average,No,3,8044,91,25,17,394,870,Yes,2024,Private
466,Instagram,55,Female,United States,Urban,Upper-middle,Freelancer,Divorced,No,9.2,5.5,Average,No,26,7919,149,49,26,600,440,No,2025,Friends only
467,Instagram,49,Female,Japan,Urban,High,Freelancer,Single,Yes,4.1,7.9,Excellent,Yes,24,8130,130,42,33,6478,10000,No,2021,Friends only
468,Instagram,45,Female,India,Urban,Middle,Full-time employed,Married,No,10.1,7.5,Average,No,30,8030,192,45,39,2877,1160,No,2010,Private
469,Instagram,20,Female,United States,Suburban,Middle,Unemployed,Divorced,No,4.4,7.6,Poor,Former,39,7940,241,72,47,1352,1118,No,2012,Public
470,Instagram,65,Female,United States,Urban,Lower-middle,Full-time employed,Married,Yes,4.5,7.2,Good,No,14,7948,103,17,33,367,237,No,2017,Friends only
471,Instagram,56,Female,Australia,Urban,Lower-middle,Full-time employed,Single,No,6.6,7.4,Very poor,No,4,8019,24,2,6,1765,955,No,2017,Public
472,Instagram,56,Male,India,Urban,Middle,Full-time employed,Married,Yes,11.9,8.5,Good,No,37,8024,213,62,59,7326,8763,No,2014,Public
473,Instagram,17,Female,United States,Urban,Middle,Full-time employed,Married,Yes,4.2,7.8,Very poor,No,8,8007,121,31,25,2974,3680,No,2016,Public
474,Instagram,51,Male,United Kingdom,Urban,Upper-middle,Student,In a relationship,No,10.3,5,Poor,No,10,8044,43,16,25,292,411,Yes,2020,Public
475,Instagram,16,Male,United States,Urban,Lower-middle,Freelancer,Single,No,8.2,4.4,Average,Yes,18,7877,135,39,27,1209,551,No,2017,Public
476,Instagram,18,Female,Japan,Urban,Low,Student,Divorced,No,11,6.2,Poor,Former,2,8206,87,16,16,812,655,No,2014,Public
477,Instagram,57,Male,United States,Suburban,Middle,Full-time employed,In a relationship,Yes,16.4,8.7,Average,No,17,8033,86,24,25,1108,1234,No,2020,Private
478,Instagram,44,Male,Canada,Urban,Middle,Part-time,Single,No,16.8,8.2,Very poor,No,8,7806,104,30,34,255,535,No,2017,Private
479,Instagram,64,Male,Japan,Suburban,Upper-middle,Unemployed,Married,No,4.6,7.5,Poor,No,39,8125,163,43,36,3105,5828,No,2010,Friends only
480,Instagram,42,Male,Brazil,Urban,Lower-middle,Full-time employed,Married,Yes,3.8,5.6,Good,No,11,8194,83,29,21,2255,2307,Yes,2012,Private
481,Instagram,59,Male,Germany,Urban,Middle,Full-time employed,Single,No,4,9.6,Average,No,13,7921,85,16,18,4393,5900,No,2016,Public
482,Instagram,47,Female,India,Urban,Low,Student,Married,Yes,3.2,6.9,Average,Yes,5,7886,46,17,12,671,1600,No,2016,Friends only
483,Instagram,52,Female,India,Urban,Lower-middle,Freelancer,In a relationship,No,4.5,8.9,Average,No,32,8052,163,63,31,5155,5521,No,2020,Private
484,Instagram,64,Female,Japan,Urban,Lower-middle,Student,Married,No,5.5,6.6,Average,Yes,35,7994,157,36,35,408,247,No,2010,Public
485,Instagram,28,Female,Australia,Urban,Low,Freelancer,Widowed,No,12,5.6,Average,No,28,8006,150,49,39,1612,1791,No,2018,Friends only
486,Instagram,25,Male,India,Rural,Upper-middle,Full-time employed,Married,No,4.6,6,Poor,No,34,8035,163,45,40,6326,10000,No,2025,Public
487,Instagram,62,Male,Brazil,Rural,Upper-middle,Full-time employed,Married,No,7.7,6.7,Excellent,No,2,8049,38,1,18,274,592,No,2024,Private
488,Instagram,54,Female,United States,Suburban,Lower-middle,Student,Divorced,No,2.9,6.1,Poor,No,22,8081,133,43,44,12427,10000,No,2021,Private
489,Instagram,42,Female,Brazil,Urban,Middle,Part-time,In a relationship,No,10.5,5,Average,No,34,7985,173,62,32,1145,1319,No,2024,Friends only
490,Instagram,31,Female,Canada,Suburban,Low,Full-time employed,Single,No,11.9,7.5,Poor,No,11,7970,83,18,19,1038,556,No,2010,Public
491,Instagram,29,Male,United Kingdom,Suburban,Low,Student,Single,No,2.7,6.8,Average,No,1,7936,24,11,12,1192,1147,No,2019,Private
492,Instagram,31,Female,Other,Urban,Middle,Student,Single,Yes,4.4,7.9,Excellent,No,9,8069,87,24,21,1518,2455,No,2023,Friends only
493,Instagram,40,Female,Germany,Urban,Lower-middle,Student,In a relationship,No,4,6,Excellent,No,21,7808,76,18,22,988,1858,No,2021,Friends only
494,Instagram,38,Male,India,Urban,Upper-middle,Freelancer,Single,No,11.2,4.9,Very poor,No,23,8147,64,19,14,1329,3227,No,2020,Private
495,Instagram,49,Male,United States,Urban,Lower-middle,Unemployed,Single,Yes,3.6,7.6,Good,No,37,7958,235,65,50,353,442,Yes,2019,Private
496,Instagram,38,Female,Australia,Rural,Middle,Full-time employed,Single,Yes,3.4,5.9,Average,No,24,8009,145,33,33,858,378,No,2018,Private
497,Instagram,65,Female,Germany,Suburban,Middle,Student,Married,No,7,8.3,Excellent,No,22,7905,58,11,7,3842,3373,No,2022,Public
498,Instagram,35,Male,United States,Urban,High,Freelancer,Single,No,8.4,6.1,Poor,Yes,40,7983,294,72,59,1793,2191,Yes,2017,Public
499,Instagram,21,Female,United Kingdom,Urban,Middle,Student,Single,No,5.5,7.6,Average,No,35,7977,206,72,43,1782,1950,Yes,2020,Public
500,Instagram,24,Female,India,Urban,Low,Freelancer,Married,Yes,3.4,6.8,Average,Former,36,8127,164,44,43,202,472,No,2015,Public
501,Instagram,65,Male,Australia,Urban,Upper-middle,Freelancer,Single,Yes,7.2,7.3,Average,No,13,8025,65,23,15,112,266,Yes,2013,Friends only
502,Instagram,13,Female,Japan,Suburban,Lower-middle,Full-time employed,Married,No,4.5,5.9,Average,No,29,7974,140,35,38,7769,8594,No,2019,Friends only
503,Instagram,13,Female,United States,Urban,Low,Full-time employed,In a relationship,Yes,5.9,6.6,Good,No,1,8075,28,7,10,736,526,No,2014,Friends only
504,Instagram,59,Male,India,Urban,Lower-middle,Freelancer,Married,No,9.9,6.9,Poor,No,35,7920,145,37,41,451,859,Yes,2018,Friends only
505,Instagram,46,Female,Brazil,Suburban,Middle,Student,Divorced,No,3.9,7.4,Excellent,No,13,8032,76,26,16,574,1228,No,2012,Friends only
506,Instagram,44,Female,India,Suburban,Middle,Full-time employed,Single,Yes,3.5,6,Average,Former,7,8102,40,9,17,4842,10000,No,2010,Private
507,Instagram,60,Female,India,Urban,High,Full-time employed,Divorced,No,3.4,5.4,Good,No,4,7930,25,6,12,584,722,Yes,2015,Friends only
508,Instagram,37,Female,Germany,Suburban,Middle,Freelancer,Single,No,4.8,6.9,Good,No,35,7997,198,63,41,1792,2371,No,2020,Friends only
509,Instagram,52,Female,United States,Suburban,Lower-middle,Student,Married,No,6.9,6.9,Average,No,13,8111,81,20,34,1605,3774,Yes,2019,Public
510,Instagram,57,Male,Brazil,Suburban,Lower-middle,Full-time employed,Married,Yes,11.3,6.3,Average,No,21,7996,78,34,24,1653,1488,No,2019,Public
511,Instagram,65,Male,United Kingdom,Urban,Upper-middle,Full-time employed,In a relationship,No,11.9,6.5,Excellent,No,8,7866,24,6,13,671,1570,No,2025,Public
512,Instagram,13,Female,United States,Suburban,Upper-middle,Student,In a relationship,Yes,15.3,7.8,Good,No,19,8113,116,28,26,1142,1214,Yes,2022,Private
513,Instagram,28,Female,South Korea,Urban,Upper-middle,Full-time employed,In a relationship,No,5.5,7.7,Average,No,17,7952,99,23,21,765,799,No,2014,Friends only
514,Instagram,51,Male,South Korea,Rural,High,Full-time employed,Married,No,8.7,6,Average,Yes,26,7982,94,34,23,1427,676,Yes,2013,Private
515,Instagram,17,Female,United Kingdom,Urban,Upper-middle,Unemployed,In a relationship,No,4.1,7.8,Good,Former,33,7800,147,46,38,1260,1957,No,2019,Friends only
516,Instagram,34,Male,India,Rural,Upper-middle,Full-time employed,Single,No,6.8,7.1,Good,No,24,8014,115,34,29,1000,1917,Yes,2016,Private
517,Instagram,41,Male,India,Urban,Lower-middle,Freelancer,Married,Yes,4.3,8.8,Excellent,No,28,7974,158,34,42,1397,1062,No,2020,Private
518,Instagram,15,Female,India,Rural,Upper-middle,Full-time employed,Single,No,6,7.5,Average,Former,23,8164,124,31,25,8321,8456,Yes,2014,Public
519,Instagram,24,Male,United Kingdom,Rural,Upper-middle,Full-time employed,Single,No,9.7,7.5,Excellent,No,3,8259,28,6,12,768,1717,No,2023,Public
520,Instagram,38,Female,Germany,Rural,Upper-middle,Part-time,Single,No,7.2,7.1,Good,No,24,8052,160,54,36,902,1453,No,2017,Friends only
521,Instagram,28,Male,United Kingdom,Urban,Middle,Full-time employed,In a relationship,No,5,6.8,Good,No,34,7886,161,45,35,375,161,No,2013,Friends only
522,Instagram,63,Female,Australia,Suburban,Low,Full-time employed,Single,Yes,2.5,5.5,Very poor,No,26,7845,139,30,29,431,542,No,2020,Private
523,Instagram,49,Female,India,Suburban,Low,Student,Divorced,No,9.9,8.8,Excellent,No,34,8095,228,59,48,488,717,No,2016,Private
524,Instagram,34,Male,Brazil,Rural,Lower-middle,Unemployed,In a relationship,No,7,5.9,Excellent,No,40,7826,242,77,48,900,459,No,2012,Friends only
525,Instagram,41,Female,Japan,Urban,Middle,Full-time employed,Single,Yes,10.7,5.7,Average,No,34,8120,179,60,40,1525,2808,Yes,2020,Public
526,Instagram,26,Female,South Korea,Urban,Lower-middle,Student,In a relationship,No,12.8,5.3,Average,No,4,7987,105,21,16,1953,3647,No,2018,Friends only
527,Instagram,40,Female,United States,Suburban,High,Full-time employed,Single,Yes,2.9,7.3,Average,Yes,21,8006,120,24,29,184,248,No,2016,Friends only
528,Instagram,17,Male,Australia,Rural,Middle,Full-time employed,In a relationship,No,3.4,6,Good,No,24,8115,185,49,33,715,1420,No,2021,Friends only
529,Instagram,59,Male,Canada,Suburban,Upper-middle,Full-time employed,Divorced,Yes,9.4,6.3,Good,No,31,8152,96,30,31,2358,1120,No,2016,Friends only
530,Instagram,61,Female,Australia,Rural,Upper-middle,Full-time employed,In a relationship,Yes,5.6,5.7,Average,No,5,7905,95,25,17,3405,2632,Yes,2015,Private
531,Instagram,42,Female,Australia,Rural,Low,Student,Single,Yes,15.4,6.6,Average,Yes,39,8091,190,52,34,280,447,No,2018,Public
532,Instagram,58,Male,India,Suburban,Middle,Freelancer,In a relationship,No,3.4,6,Poor,No,1,8100,47,12,22,1491,3231,No,2019,Public
533,Instagram,64,Female,Canada,Suburban,Lower-middle,Full-time employed,Single,No,5.7,6.6,Excellent,No,30,7930,191,44,42,489,1115,No,2019,Friends only
534,Instagram,17,Female,Australia,Rural,Low,Student,Single,No,4.9,7.5,Excellent,No,2,8137,76,22,13,3082,6570,No,2015,Friends only
535,Instagram,24,Female,United Kingdom,Urban,Upper-middle,Unemployed,Married,No,5.8,6.2,Very poor,Former,23,7994,195,46,36,337,346,No,2010,Private
536,Instagram,28,Male,Other,Rural,Lower-middle,Full-time employed,Single,Yes,10.8,6.6,Poor,No,21,8020,138,26,24,1944,4097,No,2010,Friends only
537,Instagram,38,Male,India,Suburban,Lower-middle,Unemployed,Married,No,12.8,6.5,Poor,Former,26,8094,132,52,44,175,181,No,2015,Private
538,Instagram,38,Male,United States,Suburban,Lower-middle,Full-time employed,In a relationship,No,9.2,5.5,Excellent,Yes,10,7934,64,13,18,1043,2184,No,2023,Friends only
539,Instagram,60,Female,India,Urban,Middle,Full-time employed,Single,No,14.1,6.3,Average,Former,29,7938,150,40,34,741,593,No,2024,Public
540,Instagram,33,Male,United States,Suburban,Middle,Full-time employed,Single,Yes,12.5,8,Very poor,Yes,17,8019,65,16,24,431,304,Yes,2012,Friends only
541,Instagram,51,Male,India,Urban,Lower-middle,Full-time employed,Single,No,9.4,9.4,Excellent,Former,29,8050,140,48,18,933,1382,Yes,2018,Private
542,Instagram,48,Female,Other,Urban,Upper-middle,Full-time employed,Married,No,11.3,4.4,Very poor,Yes,30,7973,163,38,33,1051,1520,No,2011,Friends only
